PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
AUT,1,1932,1932,3,1,26,O,9301,.,.,.,1
AUT,1,1932,1932,4,1,26,O,8673,.,.,.,1
AUT,1,1932,1932,5,1,26,O,9239,.,.,.,1
AUT,1,1932,1932,6,1,26,O,8269,.,.,.,1
AUT,1,1932,1932,7,1,26,O,8480,.,.,.,1
AUT,1,1932,1932,8,1,26,O,8120,.,.,.,1
AUT,1,1932,1932,9,1,26,O,8207,.,.,.,1
AUT,1,1932,1932,10,1,26,O,8210,.,.,.,1
AUT,1,1932,1932,11,1,26,O,7608,.,.,.,1
AUT,1,1932,1932,12,1,26,O,8266,.,.,.,1
AUT,1,1932,1932,TOT,1,26,O,102277,.,.,.,1
AUT,1,1933,1933,1,1,26,O,8569,.,.,.,1
AUT,1,1933,1933,2,1,26,O,8319,.,.,.,1
AUT,1,1933,1933,3,1,26,O,8683,.,.,.,1
AUT,1,1933,1933,4,1,26,O,8409,.,.,.,1
AUT,1,1933,1933,5,1,26,O,8652,.,.,.,1
AUT,1,1933,1933,6,1,26,O,7930,.,.,.,1
AUT,1,1933,1933,7,1,26,O,8174,.,.,.,1
AUT,1,1933,1933,8,1,26,O,7844,.,.,.,1
AUT,1,1933,1933,9,1,26,O,7609,.,.,.,1
AUT,1,1933,1933,10,1,26,O,7520,.,.,.,1
AUT,1,1933,1933,11,1,26,O,7299,.,.,.,1
AUT,1,1933,1933,12,1,26,O,7361,.,.,.,1
AUT,1,1933,1933,TOT,1,26,O,96369,.,.,.,1
AUT,1,1934,1934,1,1,26,O,8194,.,.,.,1
AUT,1,1934,1934,2,1,26,O,7713,.,.,.,1
AUT,1,1934,1934,3,1,26,O,8602,.,.,.,1
AUT,1,1934,1934,4,1,26,O,8064,.,.,.,1
AUT,1,1934,1934,5,1,26,O,7959,.,.,.,1
AUT,1,1934,1934,6,1,26,O,7505,.,.,.,1
AUT,1,1934,1934,7,1,26,O,7409,.,.,.,1
AUT,1,1934,1934,8,1,26,O,7184,.,.,.,1
AUT,1,1934,1934,9,1,26,O,7185,.,.,.,1
AUT,1,1934,1934,10,1,26,O,7124,.,.,.,1
AUT,1,1934,1934,11,1,26,O,6982,.,.,.,1
AUT,1,1934,1934,12,1,26,O,7646,.,.,.,1
AUT,1,1934,1934,TOT,1,26,O,91567,.,.,.,1
AUT,1,1935,1935,1,1,26,O,8193,.,.,.,1
AUT,1,1935,1935,2,1,26,O,7332,.,.,.,1
AUT,1,1935,1935,3,1,26,O,8064,.,.,.,1
AUT,1,1935,1935,4,1,26,O,7520,.,.,.,1
AUT,1,1935,1935,5,1,26,O,8012,.,.,.,1
AUT,1,1935,1935,6,1,26,O,7170,.,.,.,1
AUT,1,1935,1935,7,1,26,O,7354,.,.,.,1
AUT,1,1935,1935,8,1,26,O,7041,.,.,.,1
AUT,1,1935,1935,9,1,26,O,7117,.,.,.,1
AUT,1,1935,1935,10,1,26,O,7120,.,.,.,1
AUT,1,1935,1935,11,1,26,O,6598,.,.,.,1
AUT,1,1935,1935,12,1,26,O,7168,.,.,.,1
AUT,1,1935,1935,TOT,1,26,O,88689,.,.,.,1
AUT,1,1936,1936,1,1,26,O,8154,.,.,.,1
AUT,1,1936,1936,2,1,26,O,7297,.,.,.,1
AUT,1,1936,1936,3,1,26,O,8026,.,.,.,1
AUT,1,1936,1936,4,1,26,O,7484,.,.,.,1
AUT,1,1936,1936,5,1,26,O,7973,.,.,.,1
AUT,1,1936,1936,6,1,26,O,7136,.,.,.,1
AUT,1,1936,1936,7,1,26,O,7319,.,.,.,1
AUT,1,1936,1936,8,1,26,O,7008,.,.,.,1
AUT,1,1936,1936,9,1,26,O,7083,.,.,.,1
AUT,1,1936,1936,10,1,26,O,7085,.,.,.,1
AUT,1,1936,1936,11,1,26,O,6566,.,.,.,1
AUT,1,1936,1936,12,1,26,O,7133,.,.,.,1
AUT,1,1936,1936,TOT,1,26,O,88264,.,.,.,1
AUT,1,1937,1937,1,1,26,O,7842,.,.,.,1
AUT,1,1937,1937,2,1,26,O,7132,.,.,.,1
AUT,1,1937,1937,3,1,26,O,7764,.,.,.,1
AUT,1,1937,1937,4,1,26,O,7216,.,.,.,1
AUT,1,1937,1937,5,1,26,O,7637,.,.,.,1
AUT,1,1937,1937,6,1,26,O,6867,.,.,.,1
AUT,1,1937,1937,7,1,26,O,6948,.,.,.,1
AUT,1,1937,1937,8,1,26,O,6824,.,.,.,1
AUT,1,1937,1937,9,1,26,O,7038,.,.,.,1
AUT,1,1937,1937,10,1,26,O,7147,.,.,.,1
AUT,1,1937,1937,11,1,26,O,6604,.,.,.,1
AUT,1,1937,1937,12,1,26,O,7332,.,.,.,1
AUT,1,1937,1937,TOT,1,26,O,86351,.,.,.,1
AUT,1,1938,1938,1,1,26,O,7818,.,.,.,1
AUT,1,1938,1938,2,1,26,O,7376,.,.,.,1
AUT,1,1938,1938,3,1,26,O,8014,.,.,.,1
AUT,1,1938,1938,4,1,26,O,7630,.,.,.,1
AUT,1,1938,1938,5,1,26,O,7815,.,.,.,1
AUT,1,1938,1938,6,1,26,O,7583,.,.,.,1
AUT,1,1938,1938,7,1,26,O,7314,.,.,.,1
AUT,1,1938,1938,8,1,26,O,7311,.,.,.,1
AUT,1,1938,1938,9,1,26,O,7521,.,.,.,1
AUT,1,1938,1938,10,1,26,O,8046,.,.,.,1
AUT,1,1938,1938,11,1,26,O,8172,.,.,.,1
AUT,1,1938,1938,12,1,26,O,9212,.,.,.,1
AUT,1,1938,1938,TOT,1,26,O,93812,.,.,.,1
AUT,1,1939,1939,1,1,26,O,10869,.,.,.,1
AUT,1,1939,1939,2,1,26,O,10492,.,.,.,1
AUT,1,1939,1939,3,1,26,O,11640,.,.,.,1
AUT,1,1939,1939,4,1,26,O,11511,.,.,.,1
AUT,1,1939,1939,5,1,26,O,11659,.,.,.,1
AUT,1,1939,1939,6,1,26,O,11676,.,.,.,1
AUT,1,1939,1939,7,1,26,O,12049,.,.,.,1
AUT,1,1939,1939,8,1,26,O,11789,.,.,.,1
AUT,1,1939,1939,9,1,26,O,11901,.,.,.,1
AUT,1,1939,1939,10,1,26,O,11439,.,.,.,1
AUT,1,1939,1939,11,1,26,O,10768,.,.,.,1
AUT,1,1939,1939,12,1,26,O,12032,.,.,.,1
AUT,1,1939,1939,TOT,1,26,O,137825,.,.,.,1
AUT,1,1940,1940,1,1,26,O,14180,.,.,.,1
AUT,1,1940,1940,2,1,26,O,13533,.,.,.,1
AUT,1,1940,1940,3,1,26,O,13820,.,.,.,1
AUT,1,1940,1940,4,1,26,O,13034,.,.,.,1
AUT,1,1940,1940,5,1,26,O,12643,.,.,.,1
AUT,1,1940,1940,6,1,26,O,10790,.,.,.,1
AUT,1,1940,1940,7,1,26,O,11449,.,.,.,1
AUT,1,1940,1940,8,1,26,O,11630,.,.,.,1
AUT,1,1940,1940,9,1,26,O,12267,.,.,.,1
AUT,1,1940,1940,10,1,26,O,11173,.,.,.,1
AUT,1,1940,1940,11,1,26,O,10477,.,.,.,1
AUT,1,1940,1940,12,1,26,O,10930,.,.,.,1
AUT,1,1940,1940,TOT,1,26,O,145926,.,.,.,1
AUT,1,1941,1941,1,1,26,O,11471,.,.,.,1
AUT,1,1941,1941,2,1,26,O,9807,.,.,.,1
AUT,1,1941,1941,3,1,26,O,10894,.,.,.,1
AUT,1,1941,1941,4,1,26,O,11331,.,.,.,1
AUT,1,1941,1941,5,1,26,O,12537,.,.,.,1
AUT,1,1941,1941,6,1,26,O,11512,.,.,.,1
AUT,1,1941,1941,7,1,26,O,11663,.,.,.,1
AUT,1,1941,1941,8,1,26,O,11512,.,.,.,1
AUT,1,1941,1941,9,1,26,O,12631,.,.,.,1
AUT,1,1941,1941,10,1,26,O,11195,.,.,.,1
AUT,1,1941,1941,11,1,26,O,10446,.,.,.,1
AUT,1,1941,1941,12,1,26,O,10399,.,.,.,1
AUT,1,1941,1941,TOT,1,26,O,135398,.,.,.,1
AUT,1,1942,1942,1,1,26,O,10570,.,.,.,1
AUT,1,1942,1942,2,1,26,O,9498,.,.,.,1
AUT,1,1942,1942,3,1,26,O,10126,.,.,.,1
AUT,1,1942,1942,4,1,26,O,9861,.,.,.,1
AUT,1,1942,1942,5,1,26,O,10593,.,.,.,1
AUT,1,1942,1942,6,1,26,O,9496,.,.,.,1
AUT,1,1942,1942,7,1,26,O,9404,.,.,.,1
AUT,1,1942,1942,8,1,26,O,9365,.,.,.,1
AUT,1,1942,1942,9,1,26,O,10435,.,.,.,1
AUT,1,1942,1942,10,1,26,O,9121,.,.,.,1
AUT,1,1942,1942,11,1,26,O,8437,.,.,.,1
AUT,1,1942,1942,12,1,26,O,9266,.,.,.,1
AUT,1,1942,1942,TOT,1,26,O,116172,.,.,.,1
AUT,1,1943,1943,1,1,26,O,9905,.,.,.,1
AUT,1,1943,1943,2,1,26,O,9686,.,.,.,1
AUT,1,1943,1943,3,1,26,O,10620,.,.,.,1
AUT,1,1943,1943,4,1,26,O,10133,.,.,.,1
AUT,1,1943,1943,5,1,26,O,10469,.,.,.,1
AUT,1,1943,1943,6,1,26,O,9766,.,.,.,1
AUT,1,1943,1943,7,1,26,O,10424,.,.,.,1
AUT,1,1943,1943,8,1,26,O,10100,.,.,.,1
AUT,1,1943,1943,9,1,26,O,11430,.,.,.,1
AUT,1,1943,1943,10,1,26,O,10344,.,.,.,1
AUT,1,1943,1943,11,1,26,O,9465,.,.,.,1
AUT,1,1943,1943,12,1,26,O,10101,.,.,.,1
AUT,1,1943,1943,TOT,1,26,O,122443,.,.,.,1
AUT,1,1944,1944,1,1,26,O,11647,.,.,.,1
AUT,1,1944,1944,2,1,26,O,10901,.,.,.,1
AUT,1,1944,1944,3,1,26,O,11771,.,.,.,1
AUT,1,1944,1944,4,1,26,O,10751,.,.,.,1
AUT,1,1944,1944,5,1,26,O,10514,.,.,.,1
AUT,1,1944,1944,6,1,26,O,9975,.,.,.,1
AUT,1,1944,1944,7,1,26,O,10286,.,.,.,1
AUT,1,1944,1944,8,1,26,O,10447,.,.,.,1
AUT,1,1944,1944,9,1,26,O,10992,.,.,.,1
AUT,1,1944,1944,10,1,26,O,10295,.,.,.,1
AUT,1,1944,1944,11,1,26,O,9511,.,.,.,1
AUT,1,1944,1944,12,1,26,O,9848,.,.,.,1
AUT,1,1944,1944,TOT,1,26,O,126938,.,.,.,1
